Review,hasil_akhir,Sentimen
permainan baik,main baik,positif
"Optimisasi yang buruk, koneksi server tidak stabil, sering terjadi lag bahkan dipengaturan sangat rendah masih begitu terasa lagnya. Bukan cuma satu pemain namun hal ini dirasakan oleh sebagian besar pemain.",optimisasi buruk koneksi server stabil sering jadi lag bahkan atur sangat rendah asa lagnya bukan hanya satu main rasa bagi besar main,negatif
permainan gak jelas nyesel aku unduh ngabis ngabisin kuota alhasil lag parah . tolong pikir dulu mau main ini permainan. mau quality bgus cuma spem PC,main tidak jelas sesal saya unduh ngabis ngabisin kuota alhasil lag parah pikir dulu mau main main mau quality bgus hanya spem pc,negatif
Mntap,mantap,positif
"Buat permainan nya sih udh bgus dri karakter desain,cerita,grafik, pertarungan,lore dll udh bagus banget lh, cuma ga tau knp ya setiap selesai pembaruan dri permainan awal rilis sampai skrng knp ping nya itu sering naik turun jdi buat fps itu langsung turun udh di coba grafik rata kiri tpi tetap aja sama misi yh harus bisa kelar 1 hari gara ping naik turun ini jdi 3hri karena setiap login pasti langsung merah, jdi untuk kuro tolong bngt buat mengoptimalkan masalah ini.",buat main nya sih sudah bgus dari karakter desain cerita grafik tarung lore sudah bagus banget lah hanya tidak tahu kenapa selesai baru dari main awal rilis sekarang kenapa ping nya sering naik turun jadi buat bingkai langsung turun sudah coba grafik rata kiri tapi tetap saja sama misi yh selesai hari gara ping naik turun jadi hari masuk langsung merah jadi kuro games banget buat optimal masalah,positif
kentang tidak disarankan,kentang saran,negatif
Menurut saya cerita lumayan tapi bisa lebih dikembangkan lagi dan untuk map bisa di buat lebih hidup karna terasa sedikit kosong tapi wuwa sudah sangat bagus untuk permainan ny.,cerita lumayan lebih kembang map buat lebih hidup karena asa sedikit kosong wuthering waves sangat bagus main nya,positif
permainan yang seru dan sangat bagus,main seru sangat bagus,positif
Di area bos baru saya rasa pada perangkat saya mengalami bug/error atau kendala. Karena selalu tutup paksa saat memasuki area boss tersebut. Saya harap bisa diatasi dengan cepat permasalahan ini. Terima kasih.,area bos baru rasa perangkat alami bug error kendala selalu tutup paksa pasuk area boss sebut harap atas cepat masalah terima kasih,negatif
permainan ini sangat wibu,main sangat wibu,negatif
terimakasih telah menciptakan permainan sebagus ini,terima kasih cipta main bagus,positif
"permainanny bagus, suka sm pertempuran pertarunganny. ceritany agak berat tp msh bisa dipaham dikit2. Gachany jg oke bgt, ga pernah se-lucky ini dan hampir dptin semua char *5. Tinggal masalah koneksiny, yg msh suka penundaan. Semoga pembaruan selanjutnya bs lbh lancar lg",permainanny bagus suka sama tempur pertarunganny ceritany berat tapi masih paham dikit gachany juga oke begitu tidak pernah se lucky hampir dapat semua karakter tinggal masalah koneksiny yang masih suka tunda moga baru lanjut bisa lebih lancar lagi,positif
"pembaruan kali ini beneran bagus banget. Pemandangannya jernih, lagunya enak, desain karakter gausah ditanya udah pasti bagus. cerita apalagi bagus tema openworld yang saya sukai",baru kali benar bagus banget pandang jernih lagu enak desain karakter tidak usah tanya sudah bagus cerita bagus tema openworld suka,positif
Makin keren 👍 tingkatkan lg cerita dan petualangannya,makin keren tingkat lagi cerita tualang,positif
"Gachnya ampas, sudah 2x berturut turut dari banner Camelia sama Carlotta malah dapat jianxin terus. Kalo model begini uninstal aja. Susah ngumpul asterit tiap pull malah dapat ampas,",gachnya ampas kali turut turut banner camelia sama carlotta malah jianxin terus kalaupun model begini uninstal saja susah ngumpul asterit tiap pull malah ampas,negatif
"kenapa setiap pembaruan patch size pembaruan segede gaban gak habis fikri, diluar nurul.. seperti unduh baru",baru patch size baru besar gaban tidak habis fikri luar nurul unduh baru,negatif
"Hpku sudah baru, jd siap memainkan permainan ini lagi",hpku baru jadi siap main main,positif
permainan bagus,main bagus,positif
Serelah pembaruan 2.0 akun malah menghilang mohon bantuannya,serelah baru akun malah hilang mohon bantu,negatif
oke,oke,positif
"Kualitas pembaruan Rinascita ga main main, Ga bohong nih region keknya termasuk salah satu region PALINH CANTIK yang pernah gw liat di permainan manapun...",kualitas baru rinascita tidak main main tidak bohong ini region sepertiya masuk salah satu region palinh cantik pernah saya lihat main mana,positif
Tolong tambahin bahasa Indonesia buat pemain Indonesia,tambah bahasa indonesia buat main indonesia,negatif
bagus bgt,bagus begitu,positif
Karakternya yg cewe cantik²,karakter yang cewe cantik,positif
permainannya sangat bagus,main sangat bagus,positif
tolong kalau ada bahasa indonesia nya di tambah,kalau bahasa indonesia nya tambah,negatif
"permainannya udh enak tapi waktu ngeDodge kadang udh pencet tapi tetep kena serang rada gimana gitu geser kamera kadang kecepetan kadang kek lambat padahal pengaturan sama aja,selain itu keseluruhan udh bagus bansos jg lancar👍",main sudah enak waktu ngedodge kadang sudah pencet tetap kena serang rada bagaimana begitu geser kamera kadang kecepetan kadang seperti lambat padahal atur sama saja seluruh sudah bagus bansos juga lancar,negatif
"Untuk cerita,qol,dan lain-lain sudah sempurna tinggal di optimalisasi saja permainannya, kerja bagus kurogames 👍",cerita qol sempurna tinggal optimalisasi main kerja bagus kurogames,positif
"Tolong ada kan bahasa Indonesia, tidak semua orang Indonesia bisa bahasa inggris",kan bahasa indonesia semua orang indonesia bahasa inggris,negatif
"pembaruan baru Di rinascita maunya terlalu berat sehingga membuat HP lambat atau tutup paksa, HP mudah cepat panas Saya tidak dapat memainkannya dengan nyaman, padahal spec HP saya mumpuni",baru baru rinascita mau terlalu berat buat ponsel lambat tutup paksa ponsel mudah cepat panas main nyaman padahal spec ponsel mahir,negatif
Seru parah,seru parah,positif
kembang kan terus lebih bagus,kembang kan terus lebih bagus,positif
"Udah 2.0 masih gampang tutup paksa ni permainan, masih gk optimal di seluler(hp), mau manikmati cerita nya gk jadi enak karna keseringan tutup paksa, padahal ni permainan, permainan kesukaan gua",sudah gampang tutup paksa ini main tidak optimal seluler ponsel mau manikmati cerita nya tidak jadi enak karena sering tutup paksa padahal ini main main suka saya,negatif
"permainan nya bagus seru dari segi grafik juga oke, cuma agak kikir aja sih buat gua pemain f2p gini tapi selebihnya bagus kok kayak cerita dll",main nya bagus seru segi grafik oke hanya kikir saja sih buat saya main f bapak begini lebih bagus kok seperti cerita,positif
karakter nya bagus² sesuai dengan harapan saya,karakter nya bagus sesuai harap,positif
"Awal unduh sih bagus ya tinggal unduh lagi sebesar 12 gb setelah beberapa minggu dimainkan disuruh pembaruan versi atas nya, dan setelah di upgrade malah unduh lgi sampe 29 gb, setelah selesai 29 gb, setiap kali masuk ada aja unduh nya, pertama 100mb an keatas, setelah itu 400mb an keatas, dan setiap kali dibuka pasti nambah ukuran unduh nya, plus nya disini grafik nya bagus, terbang nya mudah ada graple juga, dan untuk lari juga bagus lumayan lama jeda nya.",awal unduh sih bagus tinggal unduh besar gb beberapa minggu main suruh baru versi atas nya upgrade malah unduh lagi sampai gb selesai gb kali masuk saja unduh nya pertama mb an atas mb an atas kali buka nambah ukur unduh nya plus nya sini grafik nya bagus terbang nya mudah graple lari bagus lumayan lama jeda nya,negatif
permainan bagus dan baik,main bagus baik,positif
"permainannya bagus, cerita bagus, permainan setiap karakter asik, grafik oke, cuma 1 kekurangannya yaitu kurang optimal apalagi pembaruan terbaru 2.0 sesekali tutup paksa, semoga lebih dioptimalkan lagi untuk perangkat android. ( my perangkat: Samsung s21 fe)",main bagus cerita bagus main karakter asyik grafik oke hanya kurang kurang optimal baru baru sekal tutup paksa moga lebih optimal perangkat android my perangkat samsung tuju fe,positif
"Desain karakternya bagus Mekanisme Pertarungan nya juga tidak membosankan, untuk gachanya juga mantap, baik permainan",desain karakter bagus mekanisme tarung nya bosan gachanya mantap baik main,positif
"permainan paling termawan dan sering di katai permainan plagiat sama genshilit tiap pembaruan hadiah melimpah dari misi, acara tiap pembaruan, sering kasih pesan bansos pokonya permainan paling dermawan dah oh ya kapan nih ada B.Indonesia",main paling termawan sering katai main plagiat sama genshilit tiap baru hadiah limpah misi acara tiap baru sering kasih pesan bansos poko main paling dermawan sudah kapan ini b indonesia,positif
permainan nya buagus loh rek😂,main nya buagus loh rek,positif
"Kalau pembaruan malas nya , sama kayak unduh ulang data lagi.",kalau baru malas nya sama seperti unduh ulang data,negatif
Suka keluar sendiri dari aplikasi saat bermain permainan nya,suka keluar sendiri aplikasi main main nya,negatif
permainan baik ngak pelit bansos😇,main baik tidak pelit bansos,positif
keren,keren,positif
"Sejauh ini masih menikmati keseruan permainan ini walau di resolusi yang sangat rendah. Aku suka permainan jenis petualangan seperti ini yang diiringi dengan musik yang sesuai dengan momen yang terjadi seperi saat malam, pagi, siang dan pertarungan. Aku berharap bisa memainkan permainan ini untuk waktu yang lama",jauh nikmat seru main resolusi sangat rendah saya suka main jenis tualang iring musik sesuai momen jadi per malam pagi siang tarung saya harap main main waktu lama,positif
"Gacha rate-nya yg bener lah babikk , masa hard pity Mulu .kalah pula",gacha persentase nya yang benar lah babikk masa hard pity terus kalah,negatif
bagus baik permainan.. apalagi maen di pc mantap pingin maen di pc gua..aku suka ini permainan sangat sangat suka ini 🥰👍,bagus baik main main pc mantap ingin main pc saya saya suka main sangat sangat suka,positif
"permainan paling aneh yang pernah kumainin ga masuk akal asli, masak pakai hp spek tinggi tetap patah² apalagi saya orang indo main di asia kok bisa² nya yaa main permainan ini selalu penundaan + sedang rekam saat bermain permainan ini malah lag dan patah². Minimal perbaiki dong server di asia bukannya diperbaiki malah dibiarin aja sampai sekarang. Guys aku mau kasih tahu aja hp kalian mau sebagus apapun kalau servernya kayak gini percuma broo... padahal yang bikin permainan nya orang asia lagi",main paling aneh pernah kumainin tidak masuk akal asli masa pakai ponsel spek tinggi tetap patah orang indonesia main asia kok nya ya main main selalu tunda sedang rekam main main malah lag patah minimal baik dong server asia bukan baik malah dibiarin saja sekarang guys saya mau kasih tahu saja ponsel kalian mau bagus apa kalau servernya seperti begini percuma broo padahal bikin main nya orang asia,negatif
"Ini kenapa wuwa jadi berat?, perasaan pas awal anda keluar perangkat saya lancar-lancar saja. Ayolah kuro optimasiin lah yang bener .",wuthering waves jadi berat asa pas awal keluar perangkat lancar lancar ayo kuro games optimasiin lah benar,negatif
"permainannya bagus banget, dari alur cerita dan grafik ,sisanya tinggal tambahin aja lagi, terus berkembang pengembang semangat",main bagus banget alur cerita grafik sisa tinggal tambah saja terus kembang kembang semangat,positif
Mantap,mantap,positif
permainan terbaik dan baik,main baik baik,positif
baru login udh dapat b5 charlotte,baru masuk sudah b charlotte,positif
"Keren banget cuy 2.0, masterpiece",keren banget cuy masterpiece,positif
"Buat permainannya bagus, cuma kurang 1 bintang karna misinya kurang banyak aja kalau bisa misinya di banyakin",buat main bagus hanya kurang bintang karena misi kurang banyak saja kalau misi banyakin,negatif
terima kasih permainan baik,terima kasih main baik,positif
keren,keren,positif
"Sumpah ni permainan bagus banget dari grafis, cerita dan karakter nya cakep cakep banget",sumpah ini main bagus banget grafis cerita karakter nya cakep cakep banget,positif
"permainan bagus kuro!!Sangat"" sempurna permainannya seru tapi kalo bisa char lucia cw yg di pgr Adain jugak di wuthering waves walaupun karakternya beda tolong movesetnya samain kalo bisa agak berlebihan sih ini🗿!!",main bagus kuro games sangat sempurna main seru kalaupun karakter lucia cw yang pgr adain jugak wuthering waves walaupun karakter beda movesetnya sama kalaupun lebih sih,positif
"pembaruan atau pasang ulang? ga ada bedanya Optimalisasinya kacau, sudah pembaruan versi ke 2, Ram kemakan Habis sampe penurunan bingkai parah. Emang perusahaan baru? masa iya masalahnya Masih sama. Main ini permainan berasa fomo karbit.",baru pasang ulang tidak beda optimalisasi kacau baru versi ram makan habis sampai turun bingkai parah memang usaha baru masa iya masalah sama main main asa fomo karbit,negatif
pembaruan nya ga ngotakkk Fakk,baru nya tidak ngotakkk fakk,negatif
pembaruan 18gb? sama aja unduh ulang.. maaf utuk diri saya yang kemaren seharusnya saya gak pernah pasang permainan ini..,baru gb sama saja unduh ulang maaf utuk diri kemarin tidak pernah pasang main,negatif
"permainannya bagus banget mulai dari cerita dan juga karakter, permainan ini lebih cocok ke hp yang spek tinggi jadi tidak bisa diragukan lagi saran aja tambahkan bahasa Indonesia",main bagus banget mulai cerita karakter main lebih cocok ponsel spek tinggi jadi ragu saran saja tambah bahasa indonesia,positif
Bagus,bagus,positif
Masalah ny ad 2 yg pertama gacha ku jlk mulu yg kedua di HP ku burik,masalah nya ada yang pertama gacha ku jlk terus yang dua ponsel ku burik,negatif
"Tolong lebih optimalkan lagi untuk pemain seluler, kalau sudah benar benar optimal, saya akan memberikan bintang lima, mohon bantuannya",lebih optimal main seluler kalau benar benar optimal beri bintang lima mohon bantu,negatif
"permainan yg rekomendasi banget Bansos lancar✅ Eksplorasi enak✅ pertempuran mekanik nya seru ✅ Mungkin kelemahannya ada di cerita yg terkesan seperti dating sim (terlalu mengandalkan fanservice pada karakter perempuan) + terlalu memberi sorotan pada karakter perempuan (karakter laki"" jarang diberi sorotan, contohnya jiyan yg setelah 1.0 selesai sudah jarang keliatan lagi dan seolah menghilang padahal karakter seperti jinshi masih aktif muncul sampai 2.0) menyebabkan porsi yg tidak seimbang",main yang rekomendasi banget bansos lancar eksplorasi enak tempur mekanik nya seru mungkin lemah cerita yang kes dating sim terlalu andal fanservice karakter perempuan terlalu beri sorot karakter perempuan karakter laki jarang beri sorot contoh jiyan yang selesai jarang lihat hilang padahal karakter jinshi aktif muncul sebab porsi yang imbang,positif
sudah 2.0 namun bahasa Indonesia belum kunjung datang malas main gak bisa bahasa inggris mending berenti main😞,bahasa indonesia kunjung datang malas main tidak bahasa inggris mending henti main,negatif
Untuk pengalaman okay...minus gak ada transkripsi Indonesia,alam oke minus tidak transkripsi indonesia,negatif
banyakin bansos,banyakin bansos,negatif
"Tolong untuk pengembang. senjata jangan dihilangkan,harus ada efek elemen di stiap caracter contoh chalcaro efek petir",kembang senjata jangan hilang efek elemen tiap caracter contoh chalcaro efek petir,negatif
Kok bisa sih anjim di pembaruan datanya malah hilang semua unduh lgi 17 gb coegggg,kok sih anjim baru data malah hilang semua unduh lagi gb coegggg,negatif
"permainannya bagus, terus pengalaman dunia terbuka nya ngak bosenin, terus untuk masalah ping mohon segera diperbaiki",main bagus terus alam dunia buka nya tidak bosenin terus masalah ping mohon segera baik,positif
Tolong segera perbaiki. Baru pembaruan masa patah patah. tutup paksa. Sebelumnya kagak. Hp gua poco f4 gt masa begini. Ampas bener. Sekarang aja buat masuk ke permainan susah bener. Re connect terus. Gua mau main woy. Wifi gamasuk. Data gamasuk. Parahlah,segera baik baru baru masa patah patah tutup paksa belum tidak ponsel saya poco f begitu masa begini ampas benar sekarang saja buat masuk main susah benar re connect terus saya mau main woy wifi gamasuk data gamasuk parah,negatif
Udah bagus sih cuman buruh pengoptimalan nya aja lagi palingan+ TOLONG TAMBAHKAN BAHASA INDONESIA 😭,sudah bagus sih cuman buruh optimal nya saja paling tambah bahasa indonesia,positif
Habis pembaruan hp gw ga tahan lagi,habis baru ponsel saya tidak tahan,negatif
pas gw main itu terlalu hd nah buat yang hpnya pake mediatek gw saranin gak usah main ini permainan hp ku mau meledak woyyy🗿,pas saya main terlalu hd nah buat hpnya pakai mediatek saya saranin tidak perlu main main ponsel ku mau ledak woyyy,negatif
dimohon pengembang untuk menerjemahkan ke bahasa Indonesia untuk memudahkan pemain yg menikmati ceritanya,mohon kembang terjemah bahasa indonesia mudah main yang nikmat cerita,negatif
"permainan nya bagus , tp kenapa klo pembaruan Versi pasti suruh unduh data dari awall...lumayan juga 17GB broo!!!",main nya bagus tapi kalau baru versi suruh unduh data awall lumayan gb broo,negatif
permainan baik 🥰🥰🥰🥰🥰🥰🥰🥰🥰,main baik,positif
mohon di tambahin bansos nya yah king Kuro Games,mohon tambah bansos nya yah king kuro games main,negatif
Bahasa Indonesia nya kapan,bahasa indonesia nya kapan,negatif
Mana carlotta ku kuro🤬,mana carlotta ku kuro games,negatif
tolong kalo pembaruan jangan pasang ulang lah:(,kalaupun baru jangan pasang ulang lah,negatif
dulu main permainan sebelah tapi karena ada permainan ini sekarang beralih ke permainan ini dari yang karakter b5 nya cuma 6 sekarang udah lumayan banyak,dulu main main belah main sekarang alih main karakter b nya hanya sekarang sudah lumayan banyak,negatif
bagus,bagus,positif
"Saya kasih rating 1 karena saat saya ingin membuka permainannya. Tiba tiba permainannya keluar sendiri. Apakah ini semacam bug?, Atau error. Tolong segera diperbaiki pengembang kuro. Saya Akan beri rating 5 jika permainannya sudah diperbaiki. Terimakasih 🙏🏻🙏🏻",kasih rating buka main tiba tiba main keluar sendiri macam bug error segera baik kembang kuro games beri rating main baik terima kasih,negatif
aku cinta wuwa,saya cinta wuthering waves,positif
Tolong Gacha echo rate nya dinaikkan sangat susah mencari double crit dari ratusan cuman 1-2 yg ada,gacha echo persentase nya naik sangat susah cari double crit ratus cuman yang,negatif
Kuro tolong updet nya di optimalkan dan dikecilin setiap pembaruan masa 17 gb?,kuro games updet nya optimal dikecilin baru masa gb,negatif
permainan nya bagus dan cerita nya bagus banget untuk kekurangan mungkin ada beberapa bug ya tapi wajar si permainan baru tapi kalau untuk soal sembako wuwa emang the best,main nya bagus cerita nya bagus banget kurang mungkin beberapa bug wajar si main baru kalau soal sembako wuthering waves memang the baik,positif
oke,oke,positif
MAKASIH permainan BAIK,makasih main baik,positif
permainannya sangat bagus,main sangat bagus,positif
Tambahin transkripsi bahasa INDONESIA,tambah transkripsi bahasa indonesia,negatif
"PLEASE DONG WUWA, KASIH TAMBAHAN BAHASA INDONESIA NYA BIAR BISA MENGIKUTI ALUR CERITANYA DENGAN JELAS. OVERAL permainanPLAY UDAH MANTAP⭐⭐⭐⭐⭐",tolong dong wuthering waves kasih tambah bahasa indonesia nya biar ikut alur cerita jelas overal permainanplay sudah mantap,negatif
"permainan nya udah bagus, dan sang pengembang mau mendengarkan keluhan para pemainnya, cuman satu hal aja yang menurut saya perlu di percepatan lagi, yakni pemuatan permainan ketika ingin berpindah dari tempat awal ke tempat yg lain, itu memakan waktu yg lama menurut saya, tolong buat pengembang agar hal tersebut di percepat",main nya sudah bagus sang kembang mau dengar keluh main cuman satu saja perlu cepat muat main pindah tempat awal tempat yang makan waktu yang lama buat kembang sebut cepat,positif
bagus,bagus,positif
"2.0nya sampah arcnya apalagi berbeda jauh dengan arc"" sebelumnya yg seru penuh teka teki terus banyak fight arc terbaru ini sampah asli",nya sampah arcnya beda jauh arc belum yang seru penuh teka teki terus banyak fight arc baru sampah asli,negatif
tambahkan bahasa Indonesia ♥️,tambah bahasa indonesia,negatif
tolong dong lh saya setiap pembaruan ni permainan harus donlot ulang data mls jir nngu ny,dong lah baru ini main donlot ulang data mls jir nngu nya,negatif
"Tolong untuk pembaruan nya bisa melalui PC karena pembaruan di seluler jadi panas dan lama, ukuran pembaruan nya bener-bener besar, seluler saya rusak bukan karena main ini permainan tapi pembaruan ini permainan",baru nya lalu pc baru seluler jadi panas lama ukur baru nya benar benar besar seluler rusak bukan main main baru main,negatif
Banyak tutup paksa,banyak tutup paksa,negatif
permainan nya bgus bnget bisa eksplorasi kemana aja grafik juga lebih wow pokonya 😁,main nya bgus banget eksplorasi saja grafik lebih wow poko,positif
Ga tau hp sya yng kentang tpi main pubg codm lancar ntah kenapa di wuwa walaupun ga panas hpnya tpi fps jatuh trus udh rata kiri 60fps msih penurunan bingkai juga mungkin permainannya kurng permainanable di android pocox3pro👏,tidak tahu ponsel saya yang kentang tapi main pubg codm lancar entah wuthering waves walaupun tidak panas hpnya tapi bingkai jatuh terus sudah rata kiri bingkai masih turun bingkai mungkin main kurng permainanable android pocox pro,negatif
permainan terbaik untuk dunia terbuka anime. Wuthering Waves better than Gensilit Impek 😝😝 Wuwa >>>>>>> Gensilit,main baik dunia buka anime wuthering waves better than gensilit impek wuthering waves gensilit,positif
Updet ny kurang gede o on. Baru aj unduh 12 gg baru main jg itu. Trus kena maintain suruh updet LG dr space yg awal. JD 17 gg . Mnding delet,updet nya kurang besar oleh on baru aj unduh gg baru main juga terus kena maintain suruh updet lagi dari space yang awal jadi gg mnding delet,negatif
mantap,mantap,positif
permainan bagus banget sumpah,main bagus banget sumpah,positif
Saya harap semoga lain kali di beri keberuntungan karena selalu berada di pity 70 mulu,harap moga kali beri untung selalu ada pity terus,negatif
"Tolong dong min kalau udah ada pembaruan jangan di suruh unduh ulang gede bet, tinggal di suruh unduh yang pembaruan nya aja😴",dong minimal kalau sudah baru jangan suruh unduh ulang besar banget tinggal suruh unduh baru nya saja,negatif
"Sudah cukup baik dalam hampir setengah tahun ini, tapi mohon dioptimalkan untuk ram 8 GB Android untuk bisa mendapatkan pengaturan yg pas",cukup baik hampir tengah tahun mohon optimal ram gb android dapat atur yang pas,positif
Seru dan menyenangkan gk ngebosenin banyak fiturnya,seru senang tidak ngebosenin banyak fiturnya,positif
permainan dermawan 💯,main dermawan,positif
"tolong ya pengembang kuro, di perbaiki masalah pembaruan saat ganti versi, masa setiap pembaruan versi harus unduh ulang terus ,bikin ngak nyaman mainnya.",kembang kuro games baik masalah baru ganti versi masa baru versi unduh ulang terus bikin tidak nyaman main,negatif
"permainan nya cukup bagus keseluruhan, grafik dan desain karakter nya bagus",main nya cukup bagus seluruh grafik desain karakter nya bagus,positif
"aku udah main permainan nya dri awal rilis, skrng udh lvl 67 dan yap emng bnyk keluhannya karena lag dan ping ga stabil tapi lama kelamaan udah di perbaiki dan lancar banget mainnya btw aku main di grafik low, menurutku ttp bagus dan memanjakan mata, cerita dan acaranya juga menarik! apalagi karakter nya love deh banyak banyak💋💋",saya sudah main main nya dari awal rilis sekarang sudah lvl yap emng banyak keluh lag ping tidak stabil lama lama sudah baik lancar banget main ngomong-ngomong saya main grafik low turut tetap bagus manja mata cerita acara tarik karakter nya cinta deh banyak banyak,positif
"Panjang""permainan baik pengembang kuro emang best 🔥 terlalu sepi meskipun temanya apocalypse dan banyakin acara""nya untuk kedepannya biar makin rame dan semoga permainannya bertahan seperti PGR cuman ya makin pembaruan makin beratnya kerasa bet apalagi pakek unreal Engine aduh 🥲",panjang main baik kembang kuro games memang baik terlalu sepi meski tema apocalypse banyakin acara nya depan biar makin ramai moga main tahan pgr cuman makin baru makin berat rasa banget pakek unreal engine aduh,positif
"permainan yang sangat bagus, aku menyukainya",main sangat bagus saya suka,positif
udh rata kiri berat bgt,sudah rata kiri berat begitu,negatif
"Sudah bagus , cuma tambahin terjemahkan bahasa Indonesia supaya lebih nyaman untuk mengikuti cerita nya dan di indo juga udah lumayan banyak pemain nya , semoga kedepannya lebih baik lagi",bagus hanya tambah terjemah bahasa indonesia lebih nyaman ikut cerita nya indonesia sudah lumayan banyak main nya moga depan lebih baik,positif
"keseluruhan bagus sih dari segi permainan nya juga bedanya kadang ada ""bug"" dikit yah tapi gapapalah",seluruh bagus sih segi main nya beda kadang bug dikit yah gapapalah,positif
"permainan nya keren, ngalahin permainan sebelah",main nya keren ngalahin main belah,positif
permainannya sangat bagus grafik jooosss mantap dah pokoknya,main sangat bagus grafik jooosss mantap sudah pokok,positif
"permainan yang sangat bagus buat saya,lebih bagus dari RPG lainnya😁",main sangat bagus buat lebih bagus rpg lain,positif
"permainan nya santai rate gacha nya balance pengembang nya juga ga pelit, Wuthering Waves seru deh pokoknya 😉",main nya santai persentase gacha nya balance kembang nya tidak pelit wuthering waves seru deh pokok,positif
bagus kuro Makasih untuk permainan nya,bagus kuro games makasih main nya,positif
"permainan Bagus, perangkat kentang masih bisa main ini, tolong pengembang tambahin bahasa Indonesia, biar permainan ini makin rame dan makin seru main nya",main bagus perangkat kentang main kembang tambah bahasa indonesia biar main makin ramai makin seru main nya,positif
"Tolong sediakan pengaturan untuk menonaktifkan objek bergerak seperti bunga, rumput,dll. Itu pasti akan membuat hp lebih halus lagi",sedia atur nonaktif objek gerak bunga rumput buat ponsel lebih halus,negatif
"Mantap.. Cerita ok, karakter ok, grafik ok, acaranya banyakin lagi.. Biar lebih banyak dapet hadiah buat gacha",mantap cerita karakter grafik acara banyakin biar lebih banyak dapat hadiah buat gacha,positif
"ponsel saya sudah di custom rom,root.. akan tetapi ketika login wuthering waves selalu saja dilarang karena alasan root,saya melakukan custom rom dan root pada ponsel saya agar performa ponsel saya dapat maksimal ketika memaminkan permainan wuthering waves ini,apa salahnya jika saya melakukan root? mohon dipertimbangkan.",ponsel custom rom root masuk wuthering waves selalu larang alas root laku custom rom root ponsel performa ponsel maksimal memaminkan main wuthering waves apa salah laku root mohon timbang,negatif
Semoga enggak kikir amin Kalau kikir kek permainan sebelah turunin jadi bintang 2 Edit:ternyata dermawan rek Sehat sehat permainan baik🥰,moga tidak kikir amin kalau kikir seperti main belah turun jadi bintang edit nyata dermawan rek sehat sehat main baik,negatif
payah udan unduh data 12gb+ pas pembaruan permainan malah suruh unduh data ulang mana nambah 17gb+ lagi sia² gw nunggu unduh data berhari hari,payah udan unduh data gb pas baru main malah suruh unduh data ulang mana nambah gb sia saya nunggu unduh data hari hari,negatif
"Main sejak patch 1.1,,kok bisa yaa ada permainan sebagus iniiiii hnggg 🥹🥹🥹🥹",main sejak patch kok ya main bagus iniiiii hnggg,positif
Udah ada peningkatan dari segi fps udah jarang jatuh fps lagi. keseluruhan baik and upgrade again.,sudah tingkat segi bingkai sudah jarang jatuh bingkai seluruh baik dan upgrade again,positif
keseluruhan semua bagus.. tapi kasih b4 dulu.. ntar dinaikin ke b5 kalo udah ada bahasa indonesia ny,seluruh semua bagus kasih b dulu nanti dinaikin b kalaupun sudah bahasa indonesia nya,positif
Rekomendasi dengan pertarungan nya yg keren,rekomendasi tarung nya yang keren,positif
makin halus tiap pembaruan nya,makin halus tiap baru nya,positif
Bagus bgt bang,bagus begitu abang,positif
Puas banget sama wuwa terima kasih kurogames,puas banget sama wuthering waves terima kasih kurogames,positif
Ajg lu Kuro Games matiin waifu seenaknya,ajg kamu kuro games main mati waifu enak,negatif
GA SIA SIA NUNGGUNYA,tidak sia sia nunggunya,positif
"Ini permainan ga punya save data base kah?? pembaruan masa unduh ulang lagi,kalo size kecil mah ga masalah.ini 17gb.",main tidak punya save data base baru masa unduh ulang kalaupun size kecil mah tidak masalah gb,negatif
"permainannya seru min tapi sayang gak ada BHS indo ,tolong untuk pembaruan selanjutnya tambahin BHS indo dong",main seru minimal sayang tidak bahasa indonesia baru lanjut tambah bahasa indonesia dong,positif
"Versi 1.3 optimalisasi udah cukup bagus, di laptop jadul pun masih lancar dengan pengaturan yg disesuaikan",versi optimalisasi sudah cukup bagus laptop jadul lancar atur yang sesuai,positif
permainan nya bagus cuman bro gini jadi minimal klo mau bikin permainan yang data nya gede kasih lah fitur notifikasi kayak di permainan permainan lain yang datanya gede bosen njing liat pemuatan permainan nya iya klo genshin kan masih ada fitur notifikasi nya jadi enak bisa liat YouTube sambil nungguin unduh data lah ini apaan gak ada :\ apa lagi kalo pas nongkrong ama temen masa gw nungguin unduh data Mulu anj -_ yang benar saja pengembang,main nya bagus cuman bro begini jadi minimal kalau mau bikin main data nya besar kasih lah fitur notifikasi seperti main main data besar bosen njing lihat muat main nya iya kalau genshin kan fitur notifikasi nya jadi enak lihat youtube nungguin unduh data lah apa tidak apa kalaupun pas nongkrong sama teman masa saya nungguin unduh data terus anj benar kembang,negatif
"Bagus ni permainan, cuman acaranya hard",bagus ini main cuman acara hard,positif
Gim baik,gim baik,positif
Sangat keren,sangat keren,positif
"permainan mantap, bansos bejibun.",main mantap bansos banyak,positif
permainan udah sempurna kalo kentang sadar diri ini bukan pasar kentang oke 😆😆 ga ush maksa,main sudah sempurna kalaupun kentang sadar diri bukan pasar kentang oke tidak ush maksa,positif
permainan bagus,main bagus,positif
Jelek,jelek,negatif
Hm saya istrinya jiyan duh 😋😋,hm istri jiyan aduh,negatif
